Timestamp,UserID,Event Name,UUID,Param/timesTeleported
20/11/2023 17:42:23,NULL,PlayerTeleported,86f5c16908862f7c1af60146393764d7,1
20/11/2023 17:42:26,NULL,PlayerTeleported,da3d1b2c4fd4633ae049e1dc60e5efb9,2
